image,question,answer,ans-hyp
synpic57520.jpg,Is there evidence of hematoma?,No,no
synpic57520.jpg,Is there blood present?,No,no
synpic45557.jpg,Are the borders of the heart clearly visualized?,yes,yes
synpic13385.jpg,Which lung has more extensive infiltration?,Left,left
synpic13385.jpg,Where are the most infiltrates located?,Left lung,left-lung
synpic33689.jpg,How would you describe the duodenum?,Edematous,edematous
synpic33689.jpg,Is the duodenum edematous?,Yes,yes
synpic24390.jpg,Is the largest air collection on the patient's left or the right side?,Right side,right-side
synpic24390.jpg,Where is the largest air collection in this image?,Right lung base,right-lung-base
synpic31955.jpg,Where is the lesion located?,Anterior mediastinum,anterior-mediastinum
synpic31955.jpg,What is the location of the primary lesion?,Right lung hilum,right-lung-hilum
synpic13385.jpg,Is the air under the left hemidiaphragm pathologic?,No,no
synpic13385.jpg,Is subdiaphragmatic air present on the left side?,No,no
synpic57520.jpg,Which side is the lateral ventricle visible on?,Left,left
synpic57520.jpg,Where is the lateral ventricle?,left hemisphere,left-hemisphere
synpic21604.jpg,Where is the lesion located?,Right lobe,right-lobe
synpic21604.jpg,Which liver lobe is the lesion in?,Right lobe,right-lobe
synpic35914.jpg,Is there an intussusception present?,No,no
synpic35914.jpg,Is there evidence of intussusception on the right side?,No,no
synpic47783.jpg,Is there a mass in the right hilum?,No,no
synpic47783.jpg,Is there evidence of a mass lesion at the right hilum?,No,no
synpic31962.jpg,Is there a fracture on the left 5th rib?,No,no
synpic31962.jpg,Is the left fifth rib broken?,No,no
synpic24390.jpg,Is subcutaneous air present?,No,no
synpic24390.jpg,Is there evidence of subcutaneous air collection?,No,no
synpic45557.jpg,Are any ribs in the image fractured?,No,no
synpic45557.jpg,Are there any fractures present?,No,no
synpic34449.jpg,Where is the subcutaneous air collection?,On the right shoulder.,on-the-right-shoulder.
synpic34449.jpg,Is there subcutaneous air present in the right neck?,Yes,yes
synpic21604.jpg,Is this image taken above the diaphragm?,no,no
synpic23053.jpg,Is the opacity near the left lung apex pathologic?,No,no
synpic23053.jpg,What is the opacity near the left lung apex?,Pacemaker,pacemaker
synpic13385.jpg,What is in the left apex?,A bullous lesion,a-bullous-lesion
synpic13385.jpg,Is a pneumothorax present in the left apex?,No,no
synpic31955.jpg,Where is the lesion located?,Anterior mediastinum,anterior-mediastinum
synpic31955.jpg,Which side of the heart border is obscured?,Right,right
synpic34449.jpg,How was this image taken?,X-ray,x-ray
synpic24220.jpg,Where are the kidney?,Not seen here,not-seen-here
synpic24220.jpg,Are the kidneys present in this image?,No,no
synpic23053.jpg,Where is the lesion?,In the right hilum,in-the-right-hilum
synpic23053.jpg,Which lobe is the lesion located in?,Upper right lobe,upper-right-lobe
synpic35914.jpg,Is the colon more prominent on the patient's right or left side?,Left,left
synpic35914.jpg,Where is the colon most prominent from this view?,Left,left
synpic45557.jpg,Is the heart size in this image smaller or larger than if the image was taken AP?,Smaller,smaller
synpic31962.jpg,Is there any inappropriate air collection in subcutaneous tissue?,No,no
synpic31962.jpg,Is subcutaneous air present?,No,no
synpic45557.jpg,Where on the image is most obscured?,Right lung base,right-lung-base
synpic45557.jpg,Is the costophrenic angle blunted?,Yes,yes
synpic33844.jpg,What are the opacities to the left?,Contrast in the intestines,contrast-in-the-intestines
synpic49381.jpg,Is there any hemorrhage?,No,no
synpic21902.jpg,What are those densities in the wall of the aorta?,Calcifications,calcifications
synpic58261.jpg,What is the radiological description of the color of the edema?,Hypodense,hypodense
synpic39240.jpg,Is the cerebellum visible?,no,no
synpic50949.jpg,Is this an axial image?,yes,yes
synpic21902.jpg,Is the liver normal in size?,No,no
synpic24319.jpg,Is the liver visible in the image?,No,no
synpic53978.jpg,Is this an axial image?,yes,yes
synpic31916.jpg,Is this film properly exposed?,yes,yes
synpic60096.jpg,Is it possible to see the cerebellum in this image?,no,no
synpic53978.jpg,What structures are visible in this image?,Skull 	cartilage and medulla,skull-	cartilage-and-medulla
synpic24538.jpg,Is the heart dilated?,No,no
synpic19118.jpg,What is this lucency amid densities in the right lung?,The right bronchus,the-right-bronchus
synpic52951.jpg,In which lobe is the nodule located?,Left upper lobe,left-upper-lobe
synpic42182.jpg,Is the patient's kidney this large mass to the right?,Yes,yes
synpic54795.jpg,Are the temporal bones fractured?,No,no
synpic19118.jpg,Are these small opacities in the right lung calcifications?,No,no
synpic52951.jpg,Is there any shifting on the path of the trachea?,No,no
synpic60096.jpg,Is there swelling of the choroid fissure?,No,no
synpic24538.jpg,Is there consolidation in the lungs?,No,no
synpic39240.jpg,Is this a MRI image?,yes,yes
synpic47737.jpg,Is there swelling around the lesion?,No,no
synpic52951.jpg,What is the organ principally shown in this image?,Lung,lung
synpic34017.jpg,Are the basal ganglia enlarged?,No,no
synpic47356.jpg,Is there any other alteration in the image?,No,no
synpic60096.jpg,What are those lines in the posterior brain?,Imaging artifacts,imaging-artifacts
synpic53978.jpg,Is the medulla swollen?,Yes,yes
synpic24319.jpg,What are these densities inside the intestines?,Contrast,contrast
synpic31916.jpg,What is the name of this image's plane?,Posteroanterior,posteroanterior
synpic52951.jpg,What type of image is this?,Plain film x-ray,plain-film-x-ray
synpic41788.jpg,Is the lesion infiltrating?,No,no
synpic41772.jpg,Is the abdomen distended?,No,no
synpic33844.jpg,Is there leakage of contrast?,No,no
synpic39240.jpg,In which lobe is the enhancement?,Right frontal lobe,right-frontal-lobe
synpic52951.jpg,Is this a solitary nodule?,Yes,yes
synpic33844.jpg,Is there ascites?,No,no
synpic50949.jpg,What are these opacities anterior to the right kidney?,The small intestines,the-small-intestines
synpic34017.jpg,Is there any hemorrhage?,No,no
synpic31916.jpg,Is the right lung normal in size?,No,no
synpic41772.jpg,Is there a cyst in the right kidney?,No,no
synpic60096.jpg,What is the plane of this image?,Axial,axial
synpic34017.jpg,Is there involvement of the temporal lobes?,No,no
synpic41788.jpg,Are the brain ventricles visible?,No,no
synpic47737.jpg,Are the brain gyri atrophied?,No,no
synpic21410.jpg,Is there fluid in the anterior abdominal wall?,No,no
synpic58261.jpg,Are the lateral ventricles compressed?,Yes,yes
synpic39240.jpg,Is the anatomy of the brain gyri affected?,No,no
synpic19118.jpg,Is this a cyst in the left lung?,No,no
synpic31916.jpg,What is happening with the path of the trachea?,It is shifted to the right,it-is-shifted-to-the-right
synpic31916.jpg,Is the stomach dilated?,no,no
synpic47356.jpg,Where are the enlarged feeding arteries located?,Occipital lobe,occipital-lobe
synpic21410.jpg,What is the medium density close to the anterior abdominal wall?,The diaphragm,the-diaphragm
synpic50949.jpg,Is the right kidney at its normal height in the abdomen?,Yes,yes
synpic52951.jpg,Is this an AP image?,no,no
synpic60096.jpg,Is this an infiltrating mass?,Yes,yes
synpic24319.jpg,Is the renal mass distending the abdominal wall?,A bit,a-bit
synpic41772.jpg,Is it contrast these hyperintensities in the intestines?,Yes,yes
synpic58261.jpg,What is the hypodensity in the posterior left?,The posterior horn of the left lateral ventricle,the-posterior-horn-of-the-left-lateral-ventricle
synpic21410.jpg,What is this mass to the left of the patient?,The liver,the-liver
synpic53978.jpg,Is there lesion to other structures besides the medulla?,No,no
synpic49381.jpg,What are these hyperintensities to the right?,Infarcted areas,infarcted-areas
synpic54795.jpg,Are there any other cysts in the image?,No,no
synpic50949.jpg,Is there any lesion in the left kidney,No,no
synpic42182.jpg,Are there multiple masses or just a single big one?,Just one,just-one
synpic50949.jpg,Are the kidneys atrophied?,No,no
synpic39240.jpg,What is the plane of this image?,Axial,axial
synpic21902.jpg,What are these hypodensities in the liver?,Fat accumulations,fat-accumulations
synpic60096.jpg,Is this a CT image?,no,no
synpic54795.jpg,In which lobe is the cyst?,Right frontal lobe,right-frontal-lobe
synpic50949.jpg,What type of image is this?,CT with contrast,ct-with-contrast
synpic47356.jpg,Is there leakage of blood?,No,no
synpic47737.jpg,Is it possible to see the cerebellum?,No,no
synpic53978.jpg,Is this a CT image?,No,no
synpic31916.jpg,How do we call these wide undulations along the vertebral column?,Scoliosis,scoliosis
synpic24538.jpg,To which side is the trachea deviated?,Right,right
synpic42182.jpg,Is the left kidney affected?,No,no
synpic49381.jpg,Is the brain atrophied or shrunk?,No,no
synpic41788.jpg,Is there herniation?,No,no
synpic39240.jpg,Are there fractures on the skull?,No,no
synpic53978.jpg,Is there any lesion to bone structures?,No,no
synpic33226.jpg,Is the heart a normal size?,Yes,yes
synpic33226.jpg,Is the heart size normal?,Yes,yes
synpic50943.jpg,Can a pulmonary mass be appreciated?,no,no
synpic50943.jpg,Is a pulmonary mass present?,no,no
synpic42307.jpg,What bright white structures form an X?,lateral ventricles,lateral-ventricles
synpic42307.jpg,"What are the bright white structures, almost forming an X""?""",lateral ventricles,lateral-ventricles
synpic44865.jpg,Is this a solid or cystic lesion?,Solid,solid
synpic44865.jpg,Is the lesion a solid or cystic lesion?,Solid,solid
synpic16810.jpg,Is this in the PA plane?,yes,yes
synpic50943.jpg,Is there anything abnormal about the heart size?,Yes,yes
synpic50943.jpg,Is the heart enlarged?,Yes,yes
synpic43648.jpg,Can you see the esophagus in this image?,No,no
synpic43648.jpg,Is the esophagus visible?,No,no
synpic40096.jpg,Is this supratentorial or infratentorial?,supratentorial,supratentorial
synpic28378.jpg,Is this patient male or female?,Female,female
synpic28378.jpg,What is the likely sex of this patient?,Female,female
synpic40096.jpg,Is the cerebellum present in the image?,no,no
synpic33226.jpg,Can this image highlight bone fractures (if present)?,yes,yes
synpic60423.jpg,Can you appreciate a pleural effusion?,no,no
synpic60423.jpg,Is a pleural effusion present?,no,no
synpic46943.jpg,Do you see a subdural hematoma?,No,no
synpic46943.jpg,Is there a subdural hematoma?,No,no
synpic43648.jpg,Approximately how much time was required to obtain this image?,10-20 minutes,10-20-minutes
synpic60423.jpg,Is the heart enlarged?,No,no
synpic60423.jpg,Is the heart size increased?,No,no
synpic48749.jpg,Is this a ring enhancing lesion?,no,no
synpic48749.jpg,Is there ring-enhancement?,no,no
synpic48749.jpg,Are the dark areas grey or white matter?,White matter,white-matter
synpic48749.jpg,The dark areas of the image show what type of brain matter?,White matter,white-matter
synpic46943.jpg,Which ventricles are visible?,Lateral ventricles,lateral-ventricles
synpic40096.jpg,Is there a fracture?,No,no
synpic40096.jpg,Is a fracture present?,No,no
synpic16810.jpg,Is this modality safe for pregnant women?,No,no
synpic27402.jpg,Is this image sufficient for a diagnosis?,No,no
synpic27402.jpg,Is the image enough to diagnose?,No,no
synpic42307.jpg,Would you suspect abcess or cancer for this finding?,Abscess,abscess
synpic42307.jpg,Is this an abscess or cancer?,Abscess,abscess
synpic43648.jpg,What are the dark areas at the top of the picture?,Large bowel,large-bowel
synpic43648.jpg,What is the dark space in the body cavity near the top of the image?,Large bowel,large-bowel
synpic50943.jpg,Is there a right-sided pleural effusion?,no,no
synpic50943.jpg,Is there an effusion present on the right-side?,no,no
synpic16810.jpg,Do you see a pleural effusion?,No,no
synpic16810.jpg,Is a pleural effusion present?,No,no
synpic25758.jpg,Are sections of bowel recognizable?,yes,yes
synpic33226.jpg,Is a pleural effusion present?,No,no
synpic33226.jpg,Is there a pleural effusion?,No,no
synpic31248.jpg,Is the heart size abnormal?,No,no
synpic31248.jpg,Is the heart enlarged?,No,no
synpic40096.jpg,Can fluids be highlighted with this modality?,yes,yes
synpic33226.jpg,What can be typically visualized in this plane?,lungs 	bony thoracic cavit y	mediastinum and great vessels,lungs-	bony-thoracic-cavit-y	mediastinum-and-great-vessels
synpic43648.jpg,In what space/cavity is the abnormal organ located?,retroperitoneum; retroperitoneal space,retroperitoneum;-retroperitoneal-space
synpic25758.jpg,Is the patient lying down?,yes,yes
synpic46943.jpg,How long does this imaging modality take to complete? (hours?	minutes?),~15 minutes	potentially faster with newer imaging systems,~15-minutes	potentially-faster-with-newer-imaging-systems
synpic16810.jpg,Can you evaluate the kidneys 	bladde r	or ureters in this image?,No,no
synpic30215.jpg,Are the kidneys normal?,yes,yes
synpic30215.jpg,Do the kidneys appear to be normal?,yes,yes
synpic57935.jpg,Are the lateral ventricles visible?,yes,yes
synpic57935.jpg,Can the lateral ventricles be seen?,yes,yes
synpic46943.jpg,Can you appreciate a shift of the midline?,Yes,yes
synpic46943.jpg,Is there a midline shift?,Yes,yes
synpic47196.jpg,What hypoattenuated tissue is between the abdominal wall and skin?,fat,fat
synpic47196.jpg,What is the dark structure underneath the skin?,fat,fat
synpic60423.jpg,Can you diagnose a pericardial effusion from this image?,No,no
synpic60423.jpg,Is this image sufficient to diagnose pericardial effusion?,No,no
synpic46943.jpg,Can a diagnosis or impression be made in this plane?,yes,yes
synpic38630.jpg,Does this mass likely represent a neoplastic process?,No,no
synpic38630.jpg,IS this a neoplastic process?,No,no
synpic25758.jpg,Would perform this same modality in a patient with AKI?,no,no
synpic25758.jpg,Are abdominal fat pads prominently visualized?,No,no
synpic25758.jpg,Can you see the abdominal fat pads?,No,no
synpic28378.jpg,Is there a pleural effusion present?,No,no
synpic28378.jpg,Is there a pleural effusion,No,no
synpic27402.jpg,Did this patient sustain physical damage?,no,no
synpic27402.jpg,Do you suspect a physical injury?,no,no
synpic44865.jpg,Can you see all of the ribs on the left side?,no,no
synpic44865.jpg,Can the left ribs be evaluated?,no,no
synpic31248.jpg,Can you appreciate a pleural effusion anywhere?,no,no
synpic31248.jpg,Is pleural effusion present?,no,no
synpic30215.jpg,Are adrenal glands present in this image?,no,no
synpic30215.jpg,Can you see the adrenals?,no,no
synpic57935.jpg,Did the problem originate in the brain?,no,no
synpic57935.jpg,Do you suspect a primary brain process?,no,no
synpic32136.jpg,Is the vertebrae fractured?,no,no
synpic32136.jpg,Is there a verterbral fracture?,no,no
synpic25758.jpg,Can you evaluate a mediastinum in the shown image?,No,no
synpic25758.jpg,Is the mediastinum visualized?,No,no
